sqft,bdrms,age,ocean_proximity,median_income,population,price
945,250,46,<1H OCEAN,3.5039,910,187500
1147,365,35,<1H OCEAN,2.3913,1016,198800
2306,813,36,<1H OCEAN,2.0214,2823,170500
579,184,28,<1H OCEAN,2.625,673,187500
1190,,27,<1H OCEAN,1.7016,1795,160000
2265,801,38,<1H OCEAN,2.5521,2899,157500
3007,854,46,<1H OCEAN,2.7179,2587,184300
997,374,42,<1H OCEAN,2.9423,982,200000
2465,773,52,<1H OCEAN,2.6178,2328,203100
962,253,43,<1H OCEAN,3.2386,658,185000
1270,556,38,<1H OCEAN,1.87,1692,170800
1618,522,42,<1H OCEAN,3.1607,1454,182000
1739,464,52,<1H OCEAN,2.4429,938,228800
3162,896,39,<1H OCEAN,2.875,1934,213500
1630,543,40,<1H OCEAN,2.7366,1568,169100
3828,1197,49,<1H OCEAN,2.4677,2862,219200
1335,440,35,<1H OCEAN,1.9722,1586,156300
506,119,40,<1H OCEAN,3.1944,397,143800
109,20,52,<1H OCEAN,4.9844,86,187500
137,26,52,<1H OCEAN,4.025,65,137500
859,239,47,<1H OCEAN,2.6442,913,136100
1638,456,49,<1H OCEAN,2.6923,1500,150000
1747,484,45,<1H OCEAN,2.6051,1680,155500
2050,429,52,<1H OCEAN,3.5603,957,210000
104,20,52,<1H OCEAN,3.75,32,241700
1425,438,44,<1H OCEAN,2.1108,1121,200000
2133,689,47,<1H OCEAN,2.6136,2104,169200
1903,635,43,<1H OCEAN,2.6336,1919,174300
1866,470,52,<1H OCEAN,2.935,1211,189400
1791,660,50,<1H OCEAN,1.7945,2183,166700
2174,627,45,<1H OCEAN,2.5428,1992,167800
3142,765,52,<1H OCEAN,3.1864,1728,189800
2225,827,45,<1H OCEAN,1.9209,2699,179200
2341,703,46,<1H OCEAN,2.4038,2371,181700
830,200,52,<1H OCEAN,2.7625,701,232100
2059,618,47,<1H OCEAN,1.9028,2033,217900
764,322,43,<1H OCEAN,2,1275,175000
41,17,20,<1H OCEAN,1.5491,87,225000
223,80,27,<1H OCEAN,1.6136,249,137500
4297,1420,18,<1H OCEAN,2.2545,4332,192500
719,225,16,<1H OCEAN,2.3942,801,133300
1081,282,40,<1H OCEAN,1.875,970,150000
394,117,31,<1H OCEAN,1.8173,573,154200
1709,562,34,<1H OCEAN,1.9704,2105,152100
1241,298,38,<1H OCEAN,2.3409,1055,115500
1320,309,49,<1H OCEAN,2.4375,1405,114000
1353,380,21,<1H OCEAN,1.9937,1688,139600
1765,551,34,<1H OCEAN,2.2708,2203,159600
986,361,39,<1H OCEAN,2.2907,1347,133900
2574,807,26,<1H OCEAN,1.9495,3163,173200
1594,430,39,<1H OCEAN,2.5343,1668,138200
1807,429,41,<1H OCEAN,2.2222,1699,126000
2054,423,39,<1H OCEAN,4.239,1205,213000
3672,808,52,<1H OCEAN,2.6806,3062,153000
1287,353,39,<1H OCEAN,1.6118,1171,138500
1561,445,39,<1H OCEAN,2.4632,1780,144200
1822,498,37,<1H OCEAN,1.9881,1961,159200
1504,477,35,<1H OCEAN,2.0133,2059,145800
839,250,36,<1H OCEAN,1.7463,1079,158300
1077,300,31,<1H OCEAN,2.1333,1198,160200
1770,,52,<1H OCEAN,2.4135,1848,167200
1346,383,47,<1H OCEAN,1.7292,1452,191700
1453,404,31,<1H OCEAN,2.3859,1486,153100
902,318,42,<1H OCEAN,1.9375,1312,168800
1478,413,29,<1H OCEAN,1.8781,1580,147500
3334,920,36,<1H OCEAN,2.1696,2881,170800
2514,595,48,<1H OCEAN,3.1146,2484,142500
299,89,37,<1H OCEAN,1.3125,318,145800
1327,271,45,<1H OCEAN,3.3977,1069,153800
2744,708,40,<1H OCEAN,2.6226,2747,148800
1688,426,44,<1H OCEAN,3.3785,1605,184900
2090,530,41,<1H OCEAN,1.9706,2043,144200
1907,398,10,<1H OCEAN,4.875,921,200400
1940,445,10,<1H OCEAN,4.975,763,166700
2529,689,7,<1H OCEAN,4.7853,1215,153100
1116,267,8,<1H OCEAN,4.9231,435,230900
2226,602,35,<1H OCEAN,2.9167,2230,129300
1554,381,35,<1H OCEAN,1.9038,1487,139500
2965,665,38,<1H OCEAN,3.0241,2128,166300
1555,337,42,<1H OCEAN,3.375,1152,169600
1734,364,44,<1H OCEAN,2.5132,1133,163100
1515,415,33,<1H OCEAN,2.375,1345,175000
1568,302,50,<1H OCEAN,3.1442,1093,162100
3066,797,36,<1H OCEAN,2.5523,3097,156500
2907,797,33,<1H OCEAN,2.2348,3212,146600
1318,311,31,<1H OCEAN,2.9939,1164,135500
1369,408,33,<1H OCEAN,2.3281,1475,151900
1523,378,43,<1H OCEAN,3.2031,1338,144600
787,181,39,<1H OCEAN,3.2279,731,158500
851,231,33,<1H OCEAN,3.375,936,147500
2616,630,28,<1H OCEAN,2.6842,2218,156000
2150,544,19,<1H OCEAN,3.4952,1510,150000
247,55,41,<1H OCEAN,3.5769,925,135700
1155,225,37,<1H OCEAN,3.875,814,148500
2025,565,27,<1H OCEAN,2.6083,2189,148600
555,159,32,<1H OCEAN,1.9762,748,137500
2324,658,47,<1H OCEAN,1.1868,3020,93800
453,119,46,<1H OCEAN,2.2961,533,112500
1181,335,40,<1H OCEAN,2.1136,1441,111800
762,204,8,<1H OCEAN,2.4886,728,137500
1051,302,46,<1H OCEAN,1.6667,1435,133600
2672,675,36,<1H OCEAN,2.0885,2883,142800
349,79,37,<1H OCEAN,3.2125,276,125000
321,101,46,<1H OCEAN,2.1029,401,109400
511,153,30,<1H OCEAN,2.3611,1152,156800
48,6,52,<1H OCEAN,10.2264,41,112500
1243,470,36,<1H OCEAN,1.0714,1668,137500
470,115,52,<1H OCEAN,2.095,434,109100
1083,364,34,<1H OCEAN,2.2344,1132,153100
1113,,34,<1H OCEAN,3.1654,928,155000
1422,478,41,<1H OCEAN,1.6122,1640,157100
745,258,26,<1H OCEAN,1.3846,694,129200
1079,306,28,<1H OCEAN,2.52,1358,131900
950,357,28,<1H OCEAN,1.9271,1485,136400
2146,607,45,<1H OCEAN,2.121,2868,144000
1165,317,43,<1H OCEAN,1.9615,1279,141700
1146,323,40,<1H OCEAN,1.9205,1354,121900
1082,318,40,<1H OCEAN,1.7054,1085,117200
1703,586,42,<1H OCEAN,2.02,2490,147200
1268,398,41,<1H OCEAN,2.625,1887,150000
977,266,43,<1H OCEAN,2.7708,1084,127900
1098,264,41,<1H OCEAN,2.1058,1178,124300
1407,401,50,<1H OCEAN,2.29,1526,121800
963,234,45,<1H OCEAN,2.1806,1194,134900
1095,305,40,<1H OCEAN,1.9688,1322,150000
1053,246,52,<1H OCEAN,2.1071,1036,136700
1183,246,50,<1H OCEAN,3.2639,851,142600
1249,307,52,<1H OCEAN,2.07,1223,136300
1894,408,47,<1H OCEAN,3.7619,1629,127600
1754,452,52,<1H OCEAN,2.3716,1849,122800
1399,386,44,<1H OCEAN,1.8224,1419,143800
1625,490,36,<1H OCEAN,2.181,2003,147200
1582,544,44,<1H OCEAN,1.6888,1998,125000
796,227,18,<1H OCEAN,1.0333,547,135400
1825,479,36,<1H OCEAN,2.1862,2097,135300
845,249,37,<1H OCEAN,2.2454,881,165000
1325,393,47,<1H OCEAN,2.8,1557,148400
1841,809,28,<1H OCEAN,1.6319,3199,151600
846,271,52,<1H OCEAN,2.1923,1153,155000
1153,411,43,<1H OCEAN,1.9402,1667,139300
722,235,47,<1H OCEAN,2.5455,930,114300
798,308,43,<1H OCEAN,1.4189,1417,141700
1105,346,44,<1H OCEAN,1.2,1598,115600
2343,803,43,<1H OCEAN,1.5163,2468,115000
1502,477,43,<1H OCEAN,1.9405,1844,152500
1306,391,47,<1H OCEAN,2.2788,1499,139600
554,214,45,<1H OCEAN,1.8125,888,139600
1860,472,45,<1H OCEAN,2.6573,1893,141800
1550,407,44,<1H OCEAN,2.5268,1718,141100
497,132,52,<1H OCEAN,2.2083,547,146300
876,228,47,<1H OCEAN,2.2656,872,145000
1292,334,41,<1H OCEAN,1.925,1150,135200
1098,317,49,<1H OCEAN,2.75,1411,146000
774,209,52,<1H OCEAN,2.3472,813,135200
1583,392,37,<1H OCEAN,2.7266,1776,140800
583,157,52,<1H OCEAN,1.4115,730,140600
792,203,45,<1H OCEAN,2.6875,872,129700
2702,770,44,<1H OCEAN,2.3575,3260,144800
2230,593,48,<1H OCEAN,2.3944,2419,130700
36,9,26,<1H OCEAN,1.625,35,175000
498,120,42,<1H OCEAN,3.7543,548,126600
22,7,52,<1H OCEAN,7.5752,55,67500
1811,513,43,<1H OCEAN,1.3615,2123,133300
346,270,52,<1H OCEAN,2.5313,346,225000
1703,697,13,<1H OCEAN,0.8288,1823,181300
116,107,52,<1H OCEAN,1.0769,171,112500
390,199,33,<1H OCEAN,1.1979,435,350000
1204,552,8,<1H OCEAN,1.0227,1074,87500
2870,1021,19,<1H OCEAN,1.7395,3325,162500
2806,1944,52,<1H OCEAN,0.6775,2232,350000
3105,1256,8,<1H OCEAN,0.8131,1086,275000
4011,1438,12,<1H OCEAN,5.3081,1673,287500
58,52,52,<1H OCEAN,4.0972,41,500001
1529,566,6,<1H OCEAN,2.462,1051,162500
174,66,52,<1H OCEAN,1.7763,249,312500
326,123,15,<1H OCEAN,1.4886,490,175000
637,273,40,<1H OCEAN,1.8625,1150,131300
1802,613,52,<1H OCEAN,1.8438,2382,185900
680,273,40,<1H OCEAN,2.2607,995,165600
929,238,30,<1H OCEAN,2.5227,763,187500
715,282,38,<1H OCEAN,2.345,1174,225000
2541,1282,42,<1H OCEAN,1.5854,3974,87500
1175,428,42,<1H OCEAN,2.3438,1593,213300
1771,788,30,<1H OCEAN,1.5885,2188,154200
786,341,34,<1H OCEAN,2.3438,1239,152100
1657,579,32,<1H OCEAN,2.1135,2071,152500
1416,686,33,<1H OCEAN,1.9818,2013,208300
1177,468,33,<1H OCEAN,2.3981,1533,183300
1072,331,41,<1H OCEAN,1.9233,1111,207100
3247,1281,24,<1H OCEAN,2.4632,2642,216700
1924,926,14,<1H OCEAN,2.2552,2226,265900
1777,536,32,<1H OCEAN,2.3636,1684,190000
7522,3179,25,<1H OCEAN,2.0173,7221,177500
1787,853,14,<1H OCEAN,1.1642,2251,400000
2518,1196,17,<1H OCEAN,1.7199,3051,175000
2124,1168,17,<1H OCEAN,1.1346,3915,137500
1714,1176,25,<1H OCEAN,1.3241,3723,112500
564,353,45,<1H OCEAN,1.494,1172,187500
513,338,26,<1H OCEAN,1.4904,1204,275000
1950,1047,33,<1H OCEAN,1.7238,3707,110000
350,245,37,<1H OCEAN,2.7634,1122,137500
1292,864,52,<1H OCEAN,0.9563,2081,275000
1261,616,52,<1H OCEAN,1.6184,2309,225000
936,454,52,<1H OCEAN,1.1122,990,187500
2472,,42,<1H OCEAN,1.2254,3795,162500
1316,836,25,<1H OCEAN,1.7866,2796,325000
1164,674,26,<1H OCEAN,1.5727,1685,225000
1306,637,28,<1H OCEAN,1.4615,2079,275000
1525,730,31,<1H OCEAN,1.6355,2510,162500
1788,774,41,<1H OCEAN,1.4413,2931,158900
1075,597,41,<1H OCEAN,1.3,2260,162500
968,384,44,<1H OCEAN,1.4801,1805,212500
661,359,47,<1H OCEAN,1.3169,1406,112500
1784,,13,<1H OCEAN,1.7038,2158,118100
323,214,24,<1H OCEAN,1.8304,751,225000
535,328,12,<1H OCEAN,1.2012,1194,275000
2156,306,52,<1H OCEAN,8.8062,861,500001
1841,240,52,<1H OCEAN,15.0001,693,500001
2248,255,52,<1H OCEAN,15.0001,813,500001
1482,171,52,<1H OCEAN,15.0001,531,500001
2089,309,52,<1H OCEAN,7.4574,883,500001
1311,310,52,<1H OCEAN,3.4812,707,432800
649,315,49,<1H OCEAN,1.6806,987,316700
3013,1118,19,<1H OCEAN,2.5386,2465,290600
1554,815,9,<1H OCEAN,2.0185,1704,141700
492,269,22,<1H OCEAN,1.6406,634,300000
2302,1124,26,<1H OCEAN,2.3567,2660,253100
3056,1345,43,<1H OCEAN,1.925,3920,300000
1489,664,31,<1H OCEAN,2.4348,1793,230600
5677,2610,46,<1H OCEAN,1.8238,7443,237500
2107,757,26,<1H OCEAN,2.3375,2660,282300
2657,738,36,<1H OCEAN,3.425,2274,281700
2362,949,28,<1H OCEAN,2.2364,2759,305600
2549,630,49,<1H OCEAN,2.6218,1539,350900
2657,794,40,<1H OCEAN,2.2653,2149,445000
2980,366,52,<1H OCEAN,11.2185,967,500001
369,147,36,<1H OCEAN,0.8804,145,450000
983,246,52,<1H OCEAN,5.7393,578,500001
2740,707,25,<1H OCEAN,3.5909,1420,404500
955,100,52,<1H OCEAN,15.0001,457,500001
5062,2055,26,<1H OCEAN,2.3105,4533,166700
3110,1269,30,<1H OCEAN,1.6987,2535,412500
3759,,18,<1H OCEAN,2.2708,3296,175000
3264,1248,20,<1H OCEAN,2.3674,2919,500001
1782,896,20,<1H OCEAN,2.2094,1749,75000
2470,1197,34,<1H OCEAN,1.9038,2326,325000
4021,1707,24,<1H OCEAN,1.7365,3727,112500
5221,2530,28,<1H OCEAN,1.8829,5840,300000
1366,740,43,<1H OCEAN,1.6953,942,150000
3894,2293,42,<1H OCEAN,1.5553,6846,70000
2456,1111,27,<1H OCEAN,1.5954,4137,187500
1759,1012,46,<1H OCEAN,2.1637,2716,350000
1390,872,47,<1H OCEAN,1.468,2860,137500
2040,778,23,<1H OCEAN,1.9309,2235,233300
2437,1283,33,<1H OCEAN,2.0332,3906,270000
3960,1490,21,<1H OCEAN,1.8214,3468,475000
2512,1203,23,<1H OCEAN,1.7896,3720,322200
1336,453,24,<1H OCEAN,2.8202,1268,500001
3038,1533,47,<1H OCEAN,1.6725,4225,187500
1848,667,34,<1H OCEAN,2.0547,1351,410000
2124,756,52,<1H OCEAN,2.1435,1920,328900
2827,1084,31,<1H OCEAN,2.0278,3107,360000
1559,646,14,<1H OCEAN,1.9949,1639,380000
3292,713,42,<1H OCEAN,3.5517,2224,291500
2808,584,43,<1H OCEAN,4.125,1654,436800
3239,722,36,<1H OCEAN,4.5918,1383,337000
1368,231,52,<1H OCEAN,8.3617,737,433800
2405,527,48,<1H OCEAN,3.375,1868,257800
1574,390,44,<1H OCEAN,2.5284,1323,226300
1707,519,45,<1H OCEAN,2.1736,1446,171300
1389,364,50,<1H OCEAN,1.5882,976,327300
3343,1183,42,<1H OCEAN,1.9923,3480,250000
1692,423,35,<1H OCEAN,2.5313,1578,305800
1667,365,40,<1H OCEAN,3.1406,1161,417600
1612,650,44,<1H OCEAN,1.9152,2028,115600
1476,610,42,<1H OCEAN,1.721,1605,214300
443,223,42,<1H OCEAN,2.2937,582,350000
1386,457,46,<1H OCEAN,2.1414,1845,157700
1744,720,31,<1H OCEAN,2.2684,2034,193800
1417,589,30,<1H OCEAN,1.3867,1615,193800
1102,,34,<1H OCEAN,1.5972,1325,168800
1723,569,36,<1H OCEAN,1.9323,1664,161100
1453,588,34,<1H OCEAN,2.096,1987,187500
3585,1661,18,<1H OCEAN,1.847,5229,250000
677,370,11,<1H OCEAN,2.3864,1143,350000
2818,1252,31,<1H OCEAN,2.053,4126,229200
1801,313,52,<1H OCEAN,4.6838,714,479000
2497,406,52,<1H OCEAN,4.89,1030,500001
2315,356,52,<1H OCEAN,4.1328,894,500001
2066,319,52,<1H OCEAN,5.8632,981,450000
1421,163,52,<1H OCEAN,10.586,495,500001
1721,195,52,<1H OCEAN,15.0001,688,500001
1621,284,52,<1H OCEAN,6.2223,588,500001
3421,598,52,<1H OCEAN,4.1618,1203,500001
2756,542,52,<1H OCEAN,5.5871,971,500001
2877,721,52,<1H OCEAN,3.2645,1186,175000
2373,601,52,<1H OCEAN,3.1765,1135,225000
1902,488,52,<1H OCEAN,2.9621,848,175000
890,255,48,<1H OCEAN,3.6111,434,450000
7803,2154,45,<1H OCEAN,3.3594,3359,287500
1651,410,46,<1H OCEAN,4.0179,512,350000
3312,880,45,<1H OCEAN,3.5719,1157,500001
1821,447,40,<1H OCEAN,2.3375,777,355200
1740,360,48,<1H OCEAN,4.7019,748,411100
2519,,50,<1H OCEAN,4.3667,1117,405600
2046,451,52,<1H OCEAN,3.4265,944,456900
2203,437,52,<1H OCEAN,4.25,899,486900
2195,435,52,<1H OCEAN,5.24,884,486400
2703,663,44,<1H OCEAN,3.201,1045,287500
2309,526,39,<1H OCEAN,3.1677,870,453400
1084,247,52,<1H OCEAN,3.4286,468,474300
4625,1307,25,<1H OCEAN,3.3989,1739,485000
4814,1381,16,<1H OCEAN,3.3725,1897,375000
3653,956,21,<1H OCEAN,3.5573,1510,500001
3175,1057,52,<1H OCEAN,3.1766,1594,225000
3446,1360,52,<1H OCEAN,2.4722,1768,500001
1314,170,52,<1H OCEAN,7.1669,629,500001
2530,458,52,<1H OCEAN,3.9167,1122,321600
2069,417,52,<1H OCEAN,3.5481,826,396000
1482,336,52,<1H OCEAN,3.7167,768,327300
2837,602,52,<1H OCEAN,3.2411,1164,250000
1354,279,48,<1H OCEAN,3.7167,716,385000
1368,322,52,<1H OCEAN,5.3819,617,440900
2880,836,33,<1H OCEAN,2.6781,1416,328800
3551,826,48,<1H OCEAN,3.2279,1601,400000
2810,670,39,<1H OCEAN,3.25,1109,355000
2130,455,52,<1H OCEAN,2.9605,921,500001
843,160,52,<1H OCEAN,4.5192,333,446000
1608,289,52,<1H OCEAN,5.5596,630,500001
2522,616,28,<1H OCEAN,3.1475,991,362500
3946,1008,29,<1H OCEAN,2.7824,1676,450000
4345,1158,31,<1H OCEAN,2.8233,1987,310000
2558,661,25,<1H OCEAN,3.5556,1183,500000
2457,552,35,<1H OCEAN,3.0862,1159,345300
1197,231,52,<1H OCEAN,3.825,671,278500
1266,234,48,<1H OCEAN,4.005,539,275000
2369,544,41,<1H OCEAN,2.9883,1252,296100
2239,423,52,<1H OCEAN,5.0858,832,470000
2346,437,52,<1H OCEAN,4.0583,1121,444300
1563,306,52,<1H OCEAN,3.625,776,440900
2402,506,52,<1H OCEAN,4.0217,878,500001
1825,404,48,<1H OCEAN,3.3824,728,322600
1424,300,47,<1H OCEAN,4.0625,632,295200
1835,380,48,<1H OCEAN,3.2813,956,243600
995,184,49,<1H OCEAN,2.7917,462,242000
1879,395,45,<1H OCEAN,3.3333,946,254700
3518,812,50,<1H OCEAN,3.0833,1724,338100
2053,480,52,<1H OCEAN,3.0707,900,417900
1621,314,47,<1H OCEAN,5.7509,724,474100
1004,231,52,<1H OCEAN,4.2404,590,351000
1241,210,52,<1H OCEAN,4.4191,526,334100
702,,49,<1H OCEAN,4.8958,458,333600
2352,598,40,<1H OCEAN,3.238,1133,287500
3517,879,35,<1H OCEAN,3.0956,1632,500001
2815,679,47,<1H OCEAN,2.5806,1533,234100
1856,493,44,<1H OCEAN,2.0984,1374,158000
1372,,42,<1H OCEAN,2.8793,674,202100
2283,,45,<1H OCEAN,2.5658,1093,252000
2149,451,46,<1H OCEAN,2.8841,905,290800
2009,419,50,<1H OCEAN,3.1944,1130,213500
975,292,39,<1H OCEAN,2.2725,723,140600
1971,414,52,<1H OCEAN,3.6435,1065,195800
2194,504,52,<1H OCEAN,2.6654,997,259400
2965,812,39,<1H OCEAN,2.532,2638,172700
1294,330,39,<1H OCEAN,2.2554,1140,165000
1184,328,48,<1H OCEAN,2.3526,953,156300
1090,251,31,<1H OCEAN,2.913,955,192500
3015,795,46,<1H OCEAN,2.0706,2300,268500
2545,401,52,<1H OCEAN,3.6373,1004,420000
2099,472,41,<1H OCEAN,2.7409,1369,167100
2345,607,35,<1H OCEAN,2.5955,2042,139700
2064,662,40,<1H OCEAN,2.2254,2140,127100
1466,529,37,<1H OCEAN,1.7014,1835,123200
1956,601,36,<1H OCEAN,1.8685,1672,150700
1104,266,49,<1H OCEAN,3.0856,668,151600
1579,357,45,<1H OCEAN,2.1711,713,179200
1769,429,48,<1H OCEAN,2.3214,993,139400
1767,417,45,<1H OCEAN,3.5161,1052,157000
1626,375,38,<1H OCEAN,2.3687,1019,146800
1690,379,43,<1H OCEAN,2.1078,1017,133500
1236,,37,<1H OCEAN,3.0694,966,122200
3239,806,34,<1H OCEAN,2.0538,2331,125800
1617,423,41,<1H OCEAN,2.4635,1110,169400
865,208,44,<1H OCEAN,1.9,537,110900
1839,459,45,<1H OCEAN,2.5625,1312,138000
1681,360,42,<1H OCEAN,2.6,987,171400
1426,331,48,<1H OCEAN,1.6581,784,118800
2010,494,42,<1H OCEAN,1.9408,1203,134600
1438,333,35,<1H OCEAN,1.975,794,138100
1806,444,33,<1H OCEAN,2.5927,1161,161500
2314,624,33,<1H OCEAN,1.7377,1714,183900
2437,443,48,<1H OCEAN,2.628,1400,251100
1989,532,47,<1H OCEAN,1.8333,1430,151100
1766,404,42,<1H OCEAN,2.0259,1117,168800
1008,223,44,<1H OCEAN,2.8654,544,176800
3189,935,35,<1H OCEAN,2.1046,2221,114000
2840,826,39,<1H OCEAN,1.9018,1911,137500
1082,198,47,<1H OCEAN,3.0132,455,223200
1845,349,50,<1H OCEAN,2.8971,1109,127800
1734,453,47,<1H OCEAN,3.1731,1272,121500
2511,587,52,<1H OCEAN,2.6098,1660,127100
2010,460,51,<1H OCEAN,2.0304,1355,133400
1648,346,47,<1H OCEAN,2.0042,1120,114200
1667,399,45,<1H OCEAN,1.8783,928,118200
1528,391,46,<1H OCEAN,2.1979,933,125700
2312,625,46,<1H OCEAN,1.6429,1552,125000
1614,320,48,<1H OCEAN,4.2218,684,181000
2067,385,44,<1H OCEAN,3.5357,1046,156900
2334,530,49,<1H OCEAN,1.89,1334,124000
2122,524,43,<1H OCEAN,2.2273,1510,123300
427,92,52,<1H OCEAN,3.25,233,134700
2043,512,42,<1H OCEAN,1.9928,1634,125400
1083,342,36,<1H OCEAN,2.1324,1023,143800
2323,661,40,<1H OCEAN,1.8316,1847,113500
1400,376,38,<1H OCEAN,2.2368,1139,120000
1819,499,35,<1H OCEAN,1.6452,1666,125900
2365,638,38,<1H OCEAN,2.0879,2259,120700
1350,287,43,<1H OCEAN,3.3636,811,140900
2437,502,46,<1H OCEAN,2.4444,1151,134100
1609,371,49,<1H OCEAN,2.5156,896,136600
1172,261,50,<1H OCEAN,3.1442,685,130300
1295,276,49,<1H OCEAN,3.4306,765,130200
1927,561,47,<1H OCEAN,1.3444,1349,125000
1356,333,43,<1H OCEAN,1.7159,796,189700
1425,285,41,<1H OCEAN,3.9732,838,188400
1944,458,44,<1H OCEAN,2.6154,981,193200
1627,838,35,<1H OCEAN,1.5565,3013,152500
1155,433,39,<1H OCEAN,2.1696,1857,153400
659,291,41,<1H OCEAN,2.0817,1224,132500
907,349,40,<1H OCEAN,1.8571,1426,143800
1353,488,48,<1H OCEAN,2.4359,1945,123700
1757,522,50,<1H OCEAN,1.7225,2080,180000
1005,314,51,<1H OCEAN,2.4297,1227,162500
993,506,39,<1H OCEAN,1.2786,1765,121900
1864,515,38,<1H OCEAN,1.9336,1768,190600
2007,571,35,<1H OCEAN,2.1162,1513,229200
1809,640,26,<1H OCEAN,2.3536,2543,500000
2691,726,33,<1H OCEAN,2.4048,2390,208300
2038,578,29,<1H OCEAN,2.0658,2070,214600
2438,867,29,<1H OCEAN,0.8351,2114,150000
2206,501,31,<1H OCEAN,1.9531,1194,227800
1277,285,52,<1H OCEAN,2.5833,954,234600
2092,585,24,<1H OCEAN,1.7109,1757,175000
1470,399,37,<1H OCEAN,2.006,1579,150000
2338,686,37,<1H OCEAN,1.767,2376,170300
1941,579,44,<1H OCEAN,2.0405,2049,143000
1653,426,41,<1H OCEAN,1.78,1868,162500
1090,345,35,<1H OCEAN,2.1518,1605,152800
700,299,31,<1H OCEAN,2.1542,1272,128100
432,182,32,<1H OCEAN,2.1471,702,125000
1680,557,42,<1H OCEAN,1.9167,2099,136400
943,289,45,<1H OCEAN,2.0673,953,151600
907,378,42,<1H OCEAN,1.2875,822,179200
3544,1384,29,<1H OCEAN,1.0219,3323,258300
1501,437,38,<1H OCEAN,2.0848,1777,135200
3313,1235,22,<1H OCEAN,0.7473,2381,168800
1084,287,27,<1H OCEAN,2.135,1085,119600
2173,510,46,<1H OCEAN,2.025,1343,135500
1902,406,52,<1H OCEAN,2.8295,1233,132200
1173,284,52,<1H OCEAN,2.45,814,111400
1555,324,44,<1H OCEAN,1.4712,931,105800
1423,278,45,<1H OCEAN,2.4519,822,98100
1832,441,52,<1H OCEAN,1.2434,1186,98400
2241,559,47,<1H OCEAN,2.1571,1775,147900
1695,374,40,<1H OCEAN,2.7125,1138,150000
1315,,47,<1H OCEAN,1.23,785,138400
2781,766,37,<1H OCEAN,1.8564,2586,187500
2041,517,34,<1H OCEAN,2.1173,1479,156600
1703,397,23,<1H OCEAN,1.3187,1333,127100
1976,469,46,<1H OCEAN,2.2981,1409,112100
2120,483,49,<1H OCEAN,1.85,1522,116800
1641,491,21,<1H OCEAN,2.087,1526,141300
3184,772,34,<1H OCEAN,1.631,2474,137500
1933,478,31,<1H OCEAN,1.5781,1522,119300
515,229,29,<1H OCEAN,0.4999,2690,500001
395,232,50,<1H OCEAN,1.7546,948,175000
1280,422,51,<1H OCEAN,1.7115,1560,125000
460,241,19,<1H OCEAN,1.6089,890,162500
1283,545,24,<1H OCEAN,1.2969,1932,160200
1582,780,25,<1H OCEAN,1.4167,2390,200000
1193,454,20,<1H OCEAN,2.1806,1880,180000
1273,474,44,<1H OCEAN,1.6037,1754,275000
1933,791,41,<1H OCEAN,1.8539,3121,147500
2118,796,40,<1H OCEAN,1.7976,2195,164600
1521,513,48,<1H OCEAN,2.2232,1772,162500
2004,633,39,<1H OCEAN,1.875,3050,127300
281,103,52,<1H OCEAN,1.9375,470,38800
561,284,40,<1H OCEAN,0.9234,662,187500
2107,809,26,<1H OCEAN,0.844,2821,350000
1407,550,25,<1H OCEAN,1.2989,1193,225000
180,89,50,<1H OCEAN,2.1944,356,158300
142,47,52,<1H OCEAN,1.8333,137,312500
299,90,49,<1H OCEAN,1.2096,287,100000
1274,418,52,<1H OCEAN,2.1905,1655,124000
1375,448,32,<1H OCEAN,1.6302,1698,130700
980,285,38,<1H OCEAN,1.5652,1308,123100
1091,349,38,<1H OCEAN,2.131,1786,136500
1259,362,40,<1H OCEAN,1.8382,1499,126400
1551,501,37,<1H OCEAN,2.1667,2173,117700
1465,440,48,<1H OCEAN,1.3134,1859,96200
1249,357,46,<1H OCEAN,2.0703,1607,114800
848,323,41,<1H OCEAN,1.5603,1428,109600
698,232,39,<1H OCEAN,2.2356,1046,119500
1368,486,35,<1H OCEAN,1.913,2239,114300
1676,525,33,<1H OCEAN,2.1957,2564,100800
481,136,28,<1H OCEAN,1.2396,596,90300
1311,410,32,<1H OCEAN,2.3304,1792,119900
542,150,48,<1H OCEAN,1.8485,571,90600
396,99,48,<1H OCEAN,2.375,485,107500
1456,444,43,<1H OCEAN,1.8929,2098,99200
1301,403,31,<1H OCEAN,2.1466,1952,100800
405,86,30,<1H OCEAN,1.7813,376,127500
782,270,45,<1H OCEAN,1.0898,1030,93400
879,262,36,<1H OCEAN,1.2857,1034,99300
1429,386,43,<1H OCEAN,1.3287,1412,107200
1575,475,43,<1H OCEAN,1.7425,1980,100500
962,291,30,<1H OCEAN,1.4464,1280,110200
697,208,38,<1H OCEAN,1.4653,749,118800
1269,323,47,<1H OCEAN,1.5089,1628,115800
2451,668,37,<1H OCEAN,1.9074,2824,99600
990,289,42,<1H OCEAN,1.4524,1167,126800
879,253,46,<1H OCEAN,2.1776,1010,118300
1314,375,21,<1H OCEAN,2.319,1505,97200
1193,355,35,<1H OCEAN,1.8652,1784,116100
1672,556,35,<1H OCEAN,1.2206,2106,129200
921,264,47,<1H OCEAN,1.4327,881,114100
1235,385,43,<1H OCEAN,2.0817,1745,113300
1748,428,46,<1H OCEAN,2.148,1707,103800
1869,461,48,<1H OCEAN,1.7052,1834,107400
